followers;genres;popularity;nationality;sex;group;founded;born;first_release;last_release;died;compilations;total_albums;total_appears_on;total_singles;total_tracks
792486;['german pop'];68;germany;M;0;;1989.0;2008-12-19;2020-05-29;99.0;2;12;17;17;247
220781;['classic schlager', 'german pop', 'german rock'];58;germany;M;0;;1949.0;1994-09-19;2020-01-31;99.0;0;50;0;0;1061
643064;['reggaeton chileno', 'trap chileno'];66;chile;M;0;;1997.0;2016-01-01;2020-04-20;99.0;1;4;12;37;98
603370;['dance pop', 'deep tropical house', 'edm'];73;norway;M;0;;1991.0;2018-03-22;2020-05-29;99.0;0;3;0;47;130
429721;['latin arena pop', 'post-teen pop'];48;mexico;F;0;;1985.0;2009-01-01;2020-05-22;99.0;9;5;19;19;100
290990;['anthem worship', 'ccm', 'christian alternative rock'];56;us;F;0;;1971.0;1999-01-01;2020-02-21;99.0;14;12;30;11;172
515056;['italian arena pop', 'italian pop'];60;italy;F;0;;1984.0;2010-01-01;2020-03-13;99.0;6;16;24;5;262
1509264;['deep indian pop', 'desi pop', 'filmi'];65;india;M;0;;1967.0;2013-02-15;2020-03-03;99.0;0;50;0;0;575
1792876;['basshall'];76;france;F;0;;1995.0;2016-02-15;2019-10-25;99.0;4;5;24;21;106
376128;['classical', 'classical cello', 'classical performance'];72;us;M;0;;1955.0;1997-01-01;2020-04-03;99.0;0;50;0;0;768
569142;['punk', 'ska', 'ska punk'];63;us;G;1;1991.0;;1993-10-05;2018-06-29;;23;10;26;1;215
606674;['francoton', 'french hip hop', 'french pop'];61;france;G;1;2002.0;;2009-01-01;2017-06-16;;16;5;25;5;103
591313;['francoton', 'french hip hop', 'pop urbaine'];70;france;M;0;;1993.0;2016-05-02;2020-05-15;99.0;18;3;23;24;89
597901;['cantautor', 'nova canco', 'nueva cancion'];65;spain;M;0;;1943.0;1983-01-01;2015-10-16;99.0;0;50;0;0;702
870685;['dance pop', 'hip pop', 'new jack swing'];61;us;G;1;1996.0;;1997-01-01;2013-09-30;;39;7;38;2;96
631276;['banda', 'duranguense', 'grupera'];62;mexico;M;0;;1976.0;2006-01-01;2020-05-22;99.0;17;16;17;17;241
508904;['opm', 'pinoy indie', 'pinoy rock'];59;philippines;G;1;2017.0;;2015-06-19;2020-03-20;;7;3;8;10;39
604194;['brazilian hip hop', 'brazilian reggae'];64;brazil;M;0;;1983.0;2010-01-08;2020-05-15;99.0;1;9;9;35;150
402770;['disco', 'disco house', 'funk'];64;us;G;1;1976.0;;1977-01-01;2019-05-31;;13;15;5;17;237
2683771;['nc hip hop'];92;us;F;0;;1991.0;2016-02-12;2020-05-29;99.0;2;14;18;20;187
2657107;['banda', 'deep regional mexican', 'regional mexican'];73;mexico;M;0;;1994.0;2010-01-01;2020-04-10;99.0;26;6;34;11;94
19071311;['emo rap', 'miami hip hop'];92;us;M;0;;1998.0;2017-02-20;2020-05-29;2018.0;12;9;22;19;222
701766;['brazilian rock', 'mpb', 'nova mpb'];63;brazil;G;1;1997.0;;1999-05-06;2020-05-14;;7;6;7;1;97
680951;['latin', 'puerto rican pop', 'salsa'];66;puerto rico;M;0;;1973.0;1990-01-01;2020-05-29;99.0;5;29;10;13;406
239255;['dutch hip hop', 'dutch pop'];68;netherlands;G;1;2011.0;;2009-01-01;2020-05-29;;3;9;8;35;188
226021;['bolero', 'cancion melodica', 'mexican rock-and-roll'];52;argentina;M;0;;1941.0;1967-12-18;2020-02-20;99.0;0;50;0;0;655
410869;['latin', 'latin arena pop', 'latin pop'];68;spain;F;0;;1981.0;2011-04-18;2020-04-17;99.0;17;4;30;19;69
2129448;['crunk', 'dirty south rap', 'gangster rap'];77;us;M;0;;1975.0;2002-07-16;2020-05-15;99.0;0;16;0;34;281
2435716;['banda', 'grupera', 'norteno'];74;mexico;G;1;1990.0;;2010-05-24;2020-05-01;;5;14;9;21;191
252503;['dance pop', 'disco house', 'europop'];58;uk;F;0;;1979.0;2001-01-01;2019-03-15;99.0;0;28;0;22;475
836240;['desi pop', 'modern bollywood', 'punjabi pop'];59;india;M;0;;1988.0;2011-01-01;2020-05-12;99.0;0;17;0;33;215
250132;['latin', 'latin hip hop', 'reggaeton'];56;puerto rico;M;0;;1977.0;2019-12-03;2019-10-24;99.0;38;0;47;3;3
400083;['alternative rock', 'garage rock', 'modern rock'];65;australia;G;1;2001.0;;2003-01-01;2020-05-11;;0;12;16;23;257
287368;['big room', 'dance pop', 'deep big room'];66;netherlands;M;0;;1977.0;2007-01-01;2020-05-29;99.0;0;32;0;18;526
260829;['axe', 'brega', 'forro'];49;brazil;G;1;1995.0;;1997-01-01;2020-05-01;;13;11;19;4;172
247199;['reggaeton flow', 'trap latino'];74;cuba;M;0;;1996.0;2018-08-31;2020-05-15;99.0;0;1;0;49;65
770554;['italian arena pop', 'italian pop'];64;italy;M;0;;1987.0;2015-04-20;2020-04-03;99.0;2;4;33;16;73
236261;['italian hip hop'];67;italy;M;0;;1993.0;2016-10-15;2020-05-29;99.0;1;6;18;20;100
392693;['neo soul', 'r&b', 'soul'];56;us;F;0;;1961.0;1988-01-01;2020-04-24;99.0;9;14;8;23;276
677223;['atl hip hop', 'boy band', 'dance pop'];53;us;G;1;1989.0;;1992-01-01;2020-05-03;;4;9;31;11;154
430392;['sertanejo pop'];49;brazil;G;1;2016.0;;2016-09-23;2020-03-20;;1;3;25;35;84
463257;['eurovision', 'german pop'];68;germany;F;0;;1991.0;2010-01-01;2020-05-15;99.0;12;11;16;24;207
266707;['deep euro house', 'edm', 'german dance'];72;germany;M;0;;1985.0;2014-05-23;2020-05-29;99.0;0;5;0;45;130
2020575;['argentine rock', 'latin', 'latin alternative'];72;argentina;G;1;1979.0;;1986-01-01;2019-11-06;;5;37;7;6;570
440489;['axe', 'forro'];53;brazil;M;0;;1971.0;2005-01-01;2020-05-01;99.0;3;4;28;21;99
305607;['bolero', 'cancion melodica', 'cantautor'];61;mexico;M;0;;1935.0;1967-05-22;2019-10-30;99.0;0;44;0;6;675
296164;['dominican pop', 'electro latino', 'latin viral pop'];61;spain;M;0;;1995.0;2013-06-25;2020-05-15;99.0;8;1;13;38;60
337584;['adoracao', 'brazilian gospel'];60;brazil;F;0;;99.0;2017-01-06;2020-05-05;99.0;0;3;1;8;50
306462;['bluegrass', 'folk', 'indie folk'];59;us;G;1;1998.0;;2001-01-01;2020-05-15;;9;19;16;18;272
643580;['candy pop', 'dance pop', 'electropop'];71;sweden;G;1;2009.0;;2012-01-01;2020-05-29;;0;11;0;39;171
334808;['axe', 'forro', 'mpb'];59;brazil;M;0;;1949.0;1986-01-01;2020-04-10;99.0;6;17;27;12;239
1720034;['bachata', 'latin', 'latin pop'];73;dominican republic;M;0;;1957.0;2004-01-01;2020-05-29;99.0;6;23;14;13;279
289816;['dance rock', 'new romantic', 'new wave'];48;uk;M;0;;1961.0;1987-01-01;2020-05-29;99.0;0;19;0;31;307
253235;['filmi', 'modern bollywood'];49;india;G;1;1998.0;;1998-10-03;2020-02-29;;0;39;0;11;360
941340;['brazilian rock', 'mpb', 'rock nacional brasileiro'];61;brazil;G;1;1981.0;;1984-01-01;2019-01-12;;13;25;18;6;334
608858;['classic italian pop', 'italian arena pop', 'italian pop'];62;italy;F;0;;1971.0;1994-08-06;2019-09-19;99.0;6;19;15;17;367
201570;['crunk', 'deep southern trap', 'dirty south rap'];54;us;M;0;;1976.0;2005-01-01;2018-07-13;99.0;0;50;0;0;938
329751;['alternative r&b', 'indie r&b', 'indie soul'];71;sweden;F;0;;1987.0;2014-11-17;2020-05-29;99.0;2;4;19;27;84
271998;['adult standards', 'brill building pop', 'easy listening'];62;us;M;0;;1927.0;1963-01-01;2017-09-08;2012.0;0;50;0;0;798
289286;['contemporary country', 'country pop', 'deep talent show'];62;us;F;0;;1994.0;2012-01-01;2020-02-21;99.0;4;2;6;18;46
1788049;['pagode'];76;brazil;M;0;;1992.0;2014-01-01;2020-05-29;99.0;4;5;7;35;115
827977;['boy band', 'dance pop', 'europop'];68;uk;G;1;1989.0;;1992-08-24;2019-10-11;;1;21;0;28;397
292923;['corrido', 'regional mexican pop'];62;mexico;M;0;;2003.0;2012-05-11;2020-04-20;99.0;1;8;18;26;148
4505416;['brazilian hip hop', 'pop nacional'];72;brazil;M;0;;1986.0;2014-01-01;2020-05-22;99.0;24;5;27;20;97
205780;['pagode'];62;brazil;M;0;;99.0;2016-11-25;2020-04-10;99.0;0;3;10;5;50
1112946;['chillwave', 'ninja', 'tropical house'];74;us;G;1;2012.0;;2012-05-09;2020-04-29;;0;12;0;38;384
793809;['francoton', 'french pop'];61;france;F;0;;1996.0;2013-01-01;2018-11-09;99.0;32;5;36;9;104
1537057;['contemporary country', 'country', 'country road'];69;us;M;0;;1966.0;2002-07-30;2019-11-08;99.0;26;16;30;6;223
935694;['dance pop', 'edm', 'pop'];68;us;G;1;2003.0;;2009-01-27;2020-05-18;;0;17;0;33;291
399319;['classic italian pop', 'italian pop'];58;italy;M;0;;1950.0;1973-11-27;2019-10-04;99.0;0;41;0;9;648
623879;['indie soul'];73;uk;M;0;;1995.0;2014-01-01;2020-05-29;99.0;7;6;11;34;141
329722;['pop rap'];84;us;M;0;;1995.0;2016-11-06;2020-05-08;99.0;1;0;16;42;48
310288;[''];59;japan;X;0;;2007.0;2010-10-20;2020-05-30;99.0;0;15;0;35;214
278216;['perreo', 'reggaeton', 'reggaeton flow'];68;puerto rico;M;0;;1993.0;2014-02-10;2020-04-30;99.0;0;1;0;49;65
350728;['gangster rap', 'harlem hip hop', 'hip hop'];58;us;M;0;;1976.0;2004-08-06;2020-04-24;99.0;0;44;0;5;824
1320933;['dance pop', 'edm', 'gauze pop'];74;uk;G;1;2010.0;;2000-04-02;2019-09-11;;2;4;8;37;162
473339;['guadalajara indie', 'latin alternative', 'latin rock'];66;mexico;M;0;;1986.0;2015-06-16;2020-05-28;99.0;10;3;29;26;83
287931;['neo mellow'];60;us;M;0;;1972.0;2004-01-01;2019-12-10;99.0;1;28;1;21;380
272506;['cantautor', 'latin alternative', 'latin rock'];60;spain;G;1;1982.0;;1984-10-15;2018-05-18;;2;23;16;10;328
1003971;['downtempo', 'electronica', 'jazztronica'];68;uk;M;0;;1976.0;2000-01-01;2019-07-01;99.0;0;23;0;27;356
553160;['alternative hip hop', 'east coast hip hop', 'hardcore hip hop'];65;uk;M;0;;1971.0;2000-01-01;2020-05-08;99.0;3;15;20;21;382
903186;['nyc rap', 'trap'];64;us;M;0;;1994.0;2014-07-25;2018-11-27;99.0;2;1;23;18;48
228730;['latin pop', 'spanish pop'];69;spain;F;0;;1997.0;2017-09-29;2020-05-07;99.0;10;1;23;20;36
805749;['british indie rock', 'modern alternative rock', 'modern rock'];76;uk;M;0;;1997.0;2017-09-06;2020-04-22;99.0;7;3;12;21;95
719185;['brazilian emo', 'brazilian rock', 'rock alternativo brasileiro'];59;brazil;G;1;2001.0;;2006-01-27;2017-10-27;;8;9;14;20;196
472603;['boy band', 'hip pop', 'neo soul'];51;us;G;1;1990.0;;1993-01-28;2020-01-03;;28;7;35;10;106
1006052;['baile pop', 'mpb', 'nova mpb'];63;brazil;F;0;;1986.0;2009-01-01;2020-05-22;99.0;4;16;23;19;281
1822204;['latin', 'latin hip hop', 'reggaeton'];67;us;M;0;;1982.0;2008-01-01;2020-03-27;99.0;20;8;28;14;129
296584;['banda', 'corrido', 'deep regional mexican'];60;mexico;G;1;1999.0;;2004-01-01;2020-05-15;;6;23;12;17;345
212676;['alternative hip hop', 'escape room', 'experimental hip hop'];66;us;M;0;;1989.0;2016-02-15;2020-05-29;99.0;4;3;24;28;95
512925;['contemporary country'];75;us;M;0;;1981.0;2017-10-02;2020-05-01;99.0;19;4;34;13;94
308284;['latin', 'salsa', 'salsa puertorriquena'];55;puerto rico;M;0;;1957.0;1990-01-01;2020-04-12;99.0;15;19;22;8;205
838465;['canadian pop', 'pop', 'post-teen pop'];72;canada;F;0;;1995.0;2015-08-21;2019-04-26;99.0;6;1;7;14;35
232783;['album rock', 'blues rock', 'classic rock', 'glam rock', 'hard rock', 'rock'];63;us;M;0;;1964.0;1971-07-30;2020-02-14;99.0;0;44;0;6;741
865605;['cumbia pop'];58;uruguay;G;1;2014.0;;2015-11-16;2020-04-17;;5;1;8;8;20
606369;['comedy rap', 'comic', 'meme rap'];61;japan;M;0;;1992.0;2017-04-01;2017-05-24;99.0;0;1;0;1;38
509934;['cantautor', 'latin afrobeat', 'latin alternative'];69;uruguay;M;0;;1964.0;1996-01-01;2020-05-22;99.0;2;12;25;13;187
247365;['turkish hip hop', 'turkish trap'];44;turkey;F;0;;1983.0;2005-09-21;2019-10-18;99.0;3;9;15;11;167
24313324;['electropop', 'pop'];95;us;F;0;;2001.0;2016-11-17;2020-02-13;99.0;9;1;30;19;57
583206;['deep pop r&b', 'pop', 'post-teen pop'];67;australia;M;0;;1992.0;2015-02-13;2020-05-25;99.0;2;0;7;43;43
202494;['c-pop', 'cantopop', 'classic mandopop'];58;hong kong;F;0;;1970.0;1997-02-10;2020-05-14;99.0;6;23;9;17;340
1120561;['dance pop', 'post-teen pop'];70;us;G;1;2006.0;;2006-01-01;2009-01-01;;29;13;29;7;195
386564;['reggaeton flow', 'trap chileno', 'trap espanol'];76;chile;M;0;;2000.0;2016-12-16;2020-05-29;99.0;0;6;0;44;104
685918;['canadian contemporary r&b', 'canadian pop', 'pop'];79;canada;F;0;;1991.0;2017-04-21;2020-05-29;99.0;2;6;11;34;104
230968;['blues rock', 'classic rock', 'country rock'];58;us;G;1;1969.0;;1971-01-01;2014-02-25;;4;23;23;1;486
485827;['banda', 'cumbia', 'duranguense'];60;mexico;M;0;;1962.0;2000-01-01;2020-05-01;99.0;0;34;0;16;545
448070;['funk carioca', 'funk ostentacao'];55;brazil;M;0;;1994.0;2015-10-26;2020-03-04;99.0;0;0;0;50;50
546465;['adoracao', 'brazilian gospel'];54;brazil;M;0;;1968.0;1998-12-30;2020-02-14;99.0;5;27;14;9;370
1657083;['french hip hop', 'pop urbaine', 'rap conscient'];75;france;M;0;;1976.0;2002-01-01;2020-05-11;99.0;0;15;0;35;296
229618;['gothenburg indie', 'swedish indie rock', 'swedish pop'];66;sweden;M;0;;1974.0;2000-01-01;2020-05-15;99.0;0;16;0;34;249
348174;['mandopop'];61;taiwan;F;0;;1983.0;2010-03-09;2020-01-14;99.0;12;18;17;16;250
281490;['east coast hip hop', 'gangster rap', 'hardcore hip hop'];45;us;G;1;1988.0;;1999-01-01;2017-04-21;;3;9;8;0;146
527803;['acoustic pop', 'neo mellow', 'pop rock'];65;us;M;0;;1972.0;2003-01-01;2019-09-13;99.0;0;9;13;28;178
1187161;['alternative metal', 'funk metal', 'nu metal'];65;us;G;1;1992.0;;1994-01-01;2020-05-22;;3;22;14;17;308
484217;['j-pop', 'japanese r&b'];55;japan;F;0;;1981.0;2003-01-01;2020-05-15;99.0;0;17;0;33;316
557446;['latin arena pop', 'latin pop', 'spanish pop'];70;spain;F;0;;1980.0;2006-06-13;2020-04-02;99.0;3;13;7;30;292
287604;['cumbia', 'latin', 'salsa'];62;colombia;M;0;;1955.0;2000-09-21;2015-07-14;2011.0;0;50;0;0;922
509607;['dance pop', 'deep pop r&b', 'hip pop'];52;us;M;0;;1981.0;2003-10-21;2019-06-14;99.0;1;15;22;12;210
329701;['grime', 'uk drill', 'uk hip hop'];68;uk;G;1;2009.0;;2010-09-21;2020-03-05;;3;12;6;32;221
311729;['country rock', 'outlaw country'];62;us;G;1;2019.0;;1985-01-01;2019-10-16;;25;10;29;0;212
376960;['desi pop', 'filmi', 'indian folk'];55;india;F;0;;1964.0;2002-01-01;2020-05-22;99.0;13;8;32;17;140
759582;['bolero', 'grupera', 'mariachi'];64;mexico;M;0;;1931.0;1962-01-01;2020-04-23;1966.0;0;50;0;0;774
308031;['folk-pop'];62;canada;F;0;;1992.0;2012-05-30;2020-04-17;99.0;3;4;19;29;82
430114;['auckland indie', 'australian pop', 'electropop'];64;new zealand;G;1;2013.0;;2014-01-01;2019-05-31;;0;6;0;44;118
983809;['contemporary country', 'country', 'country road'];75;us;M;0;;1985.0;2014-01-01;2019-09-27;99.0;26;3;35;12;58
1244592;['boy band', 'dance pop', 'europop'];72;us;G;1;1995.0;;1997-01-01;2002-09-27;;20;15;28;1;216
333195;['cha-cha-cha', 'cuban rumba', 'latin'];66;cuba;F;0;;1925.0;1970-12-31;2020-05-29;2003.0;0;50;0;0;936
3104139;['dance pop', 'pop', 'pop rock'];71;us;G;1;2015.0;;2016-09-16;2018-06-15;;26;3;37;10;61
291279;['operatic pop'];62;uk;F;0;;1960.0;1984-01-01;2019-10-24;99.0;0;41;0;9;624
3635019;['hip hop', 'pop rap', 'rap'];79;us;M;0;;1984.0;2008-01-01;2020-04-24;99.0;3;22;7;21;391
349716;['chicano rap', 'g funk', 'gangster rap'];58;us;M;0;;1971.0;1995-01-01;2020-01-11;99.0;11;16;20;15;263
2512005;['indie rock', 'modern rock'];74;uk;G;1;2007.0;;2012-05-28;2018-09-28;;0;24;0;26;360
11276622;['dance pop', 'pop', 'post-teen pop'];88;us;F;0;;1986.0;2008-01-01;2020-05-29;99.0;0;36;0;14;644
5334018;['dance pop', 'edm', 'pop'];77;uk;M;0;;1993.0;2017-05-18;2020-04-08;99.0;13;2;19;28;70
818684;['canadian hip hop', 'pop'];82;canada;M;0;;1997.0;2017-09-07;2020-05-28;99.0;0;1;19;16;30
307534;['dub', 'reggae', 'rock steady'];59;jamaica;M;0;;1963.0;1973-10-19;2020-05-22;99.0;40;5;42;2;83
479315;['dance pop', 'hip hop', 'hip pop'];58;us;M;0;;1978.0;1999-01-01;2020-05-31;99.0;31;5;38;9;84
327570;['baile pop', 'funk carioca', 'funk das antigas'];46;brazil;F;0;;1983.0;2001-08-17;2019-11-08;99.0;0;11;13;7;155
380977;['dmv rap', 'escape room', 'pop rap'];70;us;F;0;;1997.0;2016-08-20;2020-05-29;99.0;0;4;14;39;87
390313;['regional mexican pop'];67;mexico;M;0;;1999.0;2016-10-21;2020-05-15;99.0;1;7;14;16;108
4070529;['latin', 'latin arena pop', 'latin pop'];74;us;G;1;2002.0;;2003-04-04;2019-12-06;;14;11;34;10;181
1101572;['desi hip hop', 'desi pop', 'hindi hip hop'];56;india;M;0;;1979.0;2009-09-09;2020-05-29;99.0;8;5;19;34;114
226141;['contemporary country', 'country', 'country pop'];55;us;M;0;;1979.0;2011-01-01;2020-05-08;99.0;6;6;12;16;103
1779390;['album rock', 'canadian singer-songwriter', 'classic canadian rock'];73;canada;M;0;;1945.0;1986-07-21;2019-10-25;99.0;0;50;0;0;591
3246562;['album rock', 'art rock', 'british invasion'];74;uk;G;1;1964.0;;1965-03-12;2019-12-06;;0;50;0;0;1224
676092;['baile pop', 'mpb', 'nova mpb'];60;brazil;F;0;;1993.0;2017-08-03;2020-05-22;99.0;8;2;22;19;62
2149733;['latin', 'latin hip hop', 'perreo'];82;puerto rico;G;1;2002.0;;2007-12-18;2020-05-01;;0;7;0;43;120
1559358;['bolero', 'cancion melodica', 'grupera'];70;spain;F;0;;1944.0;1990-01-01;2020-05-05;2006.0;0;50;0;0;1049
225727;['deep turkish pop', 'turkish pop'];52;turkey;M;0;;1972.0;2010-06-15;2019-06-17;99.0;10;16;20;18;312
933651;['italian hip hop', 'italian pop', 'italian underground hip hop'];71;italy;M;0;;1976.0;2002-01-01;2020-05-29;99.0;6;18;11;21;392
502316;['indonesian pop', 'indonesian rock'];50;indonesia;G;1;2004.0;;2008-05-03;2019-12-20;;1;12;7;19;154
473037;['venezuelan hip hop'];74;venezuela;M;0;;1999.0;2017-06-16;2020-04-14;99.0;2;1;15;38;58
657729;['latin', 'latin arena pop', 'latin pop'];61;spain;F;0;;1976.0;2008-10-10;2020-01-23;99.0;26;5;35;12;71
205798;['alternative r&b', 'escape room', 'indie r&b'];58;us;F;0;;1999.0;2016-07-29;2020-04-24;99.0;2;0;18;15;48
3106194;['turkish pop', 'turkish rock'];73;turkey;F;0;;1954.0;1977-01-09;2020-05-15;99.0;0;36;0;14;510
293607;['chicago drill', 'chicago rap', 'drill'];49;us;M;0;;1990.0;2012-09-20;2020-04-24;2018.0;0;12;33;10;187
208076;['reggae catala', 'reggae en espanol', 'spanish reggae'];57;spain;G;1;2004.0;;2010-11-22;2020-05-29;;0;6;32;21;106
231383;['album rock', 'glam metal', 'hard rock'];51;uk;F;0;;1958.0;1984-01-01;2018-12-11;99.0;29;13;31;1;148
2010810;['dance pop', 'deep pop r&b', 'hip pop'];70;us;F;0;;1981.0;2004-01-01;2017-10-20;99.0;0;38;0;12;527
1896139;['east coast hip hop', 'gangster rap', 'hardcore hip hop'];72;us;M;0;;1970.0;1995-01-01;2019-10-04;99.0;2;27;0;21;482
470400;['italian hip hop', 'rap napoletano'];60;italy;M;0;;1982.0;2006-09-08;2020-05-22;99.0;3;8;32;22;182
602616;['dancehall', 'reggae fusion'];68;jamaica;M;0;;1976.0;2011-06-20;2020-01-10;99.0;0;50;0;0;813
2593214;['modern rock', 'post-grunge', 'rock'];71;us;M;0;;1998.0;2002-01-01;2018-06-15;99.0;3;19;6;25;308
712407;['adoracao', 'brazilian gospel'];57;brazil;F;0;;1973.0;1992-06-30;2020-05-19;99.0;0;42;0;8;559
567813;['alternative dance', 'australian indie', 'indie pop'];64;australia;G;1;2005.0;;2009-01-01;2019-12-13;;0;40;0;10;510
329383;['dutch hip hop', 'dutch pop'];70;netherlands;M;0;;1985.0;2016-04-11;2020-05-28;99.0;0;2;0;48;101
609365;['funk carioca', 'funk ostentacao'];52;brazil;M;0;;1991.0;2016-01-15;2020-03-10;99.0;0;2;0;48;80
744730;['turkish pop'];65;turkey;M;0;;1980.0;2017-04-25;2020-04-22;99.0;2;0;2;32;40
1613076;['dirty south rap', 'gangster rap', 'hip hop'];66;us;G;1;2005.0;;2009-01-01;2020-04-24;;15;10;14;25;163
224700;['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore'];66;us;G;1;2008.0;;2009-07-21;2020-03-12;;2;9;8;9;130
1336284;['argentine rock', 'cantautor', 'latin alternative'];71;argentina;M;0;;1961.0;1984-08-07;2020-03-13;99.0;0;38;0;12;754
554096;['colombian pop', 'cumbia', 'ecuadorian pop'];59;colombia;F;0;;1973.0;2005-01-01;2020-05-29;99.0;14;7;22;26;122
262961;['bass trap', 'brostep', 'edm'];58;us;G;1;2007.0;;2013-12-13;2019-10-18;;0;3;0;47;153
242191;['hip hop', 'rap'];75;us;G;1;2007.0;;2019-12-06;2020-04-08;;3;4;5;13;117
532900;['italian arena pop', 'italian hip hop', 'italian pop'];70;italy;M;0;;1989.0;2012-01-01;2020-03-13;99.0;1;6;25;26;118
243603;['adult standards', 'bebop', 'bossa nova'];67;us;M;0;;1927.0;1953-01-01;2020-04-03;1991.0;0;50;0;0;940
305311;['deep indian pop', 'filmi', 'tamil pop'];57;india;M;0;;1987.0;2006-11-18;2020-03-09;99.0;0;36;0;14;360
519940;['british soul', 'neo mellow', 'neo soul'];67;uk;F;0;;1979.0;2006-01-01;2019-09-12;99.0;0;17;4;28;286
360851;['emo rap', 'melodic rap', 'pop rap'];70;us;M;0;;1997.0;2016-02-14;2020-05-22;99.0;0;4;0;46;113
1030841;['adult standards', 'brill building pop', 'classic girl group'];68;us;G;1;1959.0;;1962-09-12;2019-11-15;;8;36;0;6;768
318651;['nu-cumbia'];67;mexico;M;0;;1991.0;2018-07-02;2020-05-14;99.0;17;3;21;8;59
562272;['desi pop', 'punjabi pop'];56;india;M;0;;1992.0;2017-06-11;2020-05-21;99.0;0;10;0;40;148
353337;['latin worship'];62;us;M;0;;1991.0;2012-01-01;2020-05-29;99.0;3;7;26;27;137
757899;['dance pop', 'latin', 'latin arena pop'];70;mexico;F;0;;1989.0;2003-05-08;2020-05-07;99.0;14;13;22;14;206
414112;['brazilian emo', 'brazilian rock', 'nova mpb'];58;brazil;G;1;1999.0;;2003-01-08;2020-04-24;;2;14;9;27;247
4474770;['opm'];71;philippines;F;0;;1993.0;2014-06-08;2020-05-11;99.0;5;2;14;41;93
420420;['brazilian hip hop'];64;brazil;M;0;;99.0;2015-07-12;2020-03-27;99.0;0;0;6;13;18
589083;['turkish hip hop', 'turkish trap'];67;turkey;M;0;;1990.0;2013-10-05;2020-05-29;99.0;0;4;13;41;99
288968;['classic italian pop', 'italian pop'];60;italy;F;0;;1954.0;1976-10-09;2019-11-15;99.0;0;42;0;8;559
1097031;['latin', 'latin pop'];70;spain;M;0;;1943.0;1992-05-05;2018-09-07;99.0;0;50;0;0;920
268553;['deep euro house', 'deep house', 'deep tropical house'];70;netherlands;M;0;;1991.0;2015-09-02;2020-04-24;99.0;0;0;0;50;77
228658;['argentine heavy metal', 'argentine rock', 'latin alternative'];55;argentina;M;0;;1950.0;1985-01-01;2020-04-17;2005.0;5;13;17;1;218
210650;['dominican pop', 'latin', 'panamanian pop'];55;dominican republic;M;0;;1964.0;1994-01-01;2020-05-29;99.0;4;22;15;14;339
444975;['colombian pop', 'latin', 'latin pop'];50;colombia;G;1;2007.0;;2012-07-27;2020-03-27;;7;2;24;32;63
7610536;['atl hip hop', 'dance pop', 'pop'];82;us;M;0;;1978.0;1994-08-30;2020-05-15;99.0;0;11;0;39;259
313732;['gospel', 'gospel r&b'];54;us;F;0;;1961.0;1980-01-01;2020-04-03;99.0;4;23;13;12;301
771333;['baile pop', 'mpb', 'nova mpb'];62;brazil;F;0;;1983.0;2010-01-01;2020-05-29;99.0;21;6;29;18;112
394377;['bachata', 'dominican pop', 'latin'];59;dominican republic;M;0;;1967.0;2008-01-01;2020-05-22;99.0;12;13;30;11;171
5078899;['atl hip hop', 'atl trap', 'gangster rap'];90;us;M;0;;1991.0;2011-12-20;2020-05-08;99.0;0;27;0;23;423
1620828;['adult standards', 'jazz blues', 'soul'];72;us;F;0;;1933.0;1963-01-01;2020-04-17;2003.0;0;50;0;0;749
256796;['acid techno', 'belgian techno', 'dark techno'];53;belgium;F;0;;1990.0;2016-02-26;2019-11-22;99.0;10;1;20;18;82
487222;['canzone napoletana', 'classical tenor', 'italian tenor'];68;italy;M;0;;1935.0;1973-01-01;2020-04-17;2007.0;0;50;0;0;1981
239975;['latin', 'latin hip hop', 'panamanian pop'];61;panama;M;0;;1985.0;2008-01-01;2019-12-30;99.0;11;2;24;24;51
657359;['regional mexican pop'];70;us;G;1;2014.0;;2016-04-20;2020-04-20;;3;10;8;12;135
234240;['german pop'];70;germany;M;0;;1992.0;2011-01-01;2020-04-24;99.0;4;3;19;19;66
